,Tag,Message_stop,Message_length_stop,Number_count
2475,0,Mm way railway,14,0
2476,0,dnt wnt tlk wid u,17,0
2477,0,"I'm done. I'm sorry. I hope next space gives everything want. Remember furniture yours. If i'm around move it, lock locks leave key jenne.",138,0
2478,0,Not yet. Just i'd like keep touch easiest way barcelona. By way ru house?,73,0
2479,1,"Sppok ur mob Halloween collection nokia logo&pic message plus FREE eerie tone, txt CARD SPOOK 8007",98,4
2480,1,"Urgent! call 09066612661 landline. Your complementary 4* Tenerife Holiday å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",160,26
2481,0,K.:)do evening da:)urgent:),27,0
2482,0,Pansy! You've living jungle two years! Its driving worried about!,65,0
2483,0,Mm kanji dont eat anything heavy ok,35,0
2484,0,Only promise getting SOON can. And text morning let know made ok.,65,0
2485,0,Lol that's different. I go trying find every real life photo ever took.,71,0
2486,0,I dont thnk wrong calling us,28,0
2487,0,K ill drink.pa doing. I need srs model pls send mail id pa.,59,0
2488,0,Aiyah e rain like quite big leh. If drizzling least run home.,61,0
2489,0,I 2 docs appointments next week.:/ I'm tired shoving stuff me. Ugh I normal body?,81,1
2490,0,Dun b sad.. It's over.. Dun thk abt already. Concentrate ur papers k.,69,0
2491,0,"Greetings me, ! Consider excused.",33,0
2492,0,No drama Pls.i enough family struggling hot sun strange place.No reason ego going 'IF NOT INVITED' actually necessity go.wait serious reppurcussions.,149,0
2493,0,released another Italian one today cosign option,48,0
2494,0,"You mu? You try figure much money everyone gas alcohol, jay I trying figure weed budget",87,0
2495,1,WINNER! As valued network customer hvae selected receive å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,134,24
2496,0,HCL chennai requires FRESHERS voice process.Excellent english needed.Salary upto &lt;#&gt; .Call Ms.Suman &lt;#&gt; Telephonic interview -via Indyarocks.com,156,0
2497,0,Dai da.. Can send resume id.,28,0
2498,0,"I know &lt;#&gt; is, I'll around 5",34,1
2499,0,Yup i've finished c Ì_ there...,31,0
2500,0,Remember ask alex pizza,23,0
2501,0,No da..today also forgot..,26,0
2502,0,"Ola would get back maybe today I told direct link US getting cars bids online, arrange shipping get cut. Or U????? For partnership U????? Invest money shipping takes care rest!U??Wud b self reliant soon dnt worry",212,0
2503,0,Fwiw reason I'm around time smoke gas I afford around someone tells apparently happens somebody wants light,107,0
2504,0,"Hello, boytoy! I made home constant thought you, love. I hope nice visit I can't wait till come home ...*kiss*",110,0
2505,0,Congrats kano..whr treat maga?,30,0
2506,0,Who u talking about?,20,0
2507,0,Yup...,6,0
2508,0,Ok...,5,0
2509,0,"U wake already? Wat u doing? U picking us later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U check e arrival time. C ya soon...",140,5
2510,0,Yunny i'm walking citylink Ì_ faster come down... Me hungry...,62,0
2511,0,Er yep sure. Props?,19,0
2512,0,"Hiya , u paying money account? If so, thanks. Got pleasant surprise checked balance -u c, get statements 4 acc",110,1
2513,1,U nokia 6230 plus free digital camera. This u get u win FREE auction. To take part send NOKIA 83383 now. POBOX114/14TCR/W1 16,125,17
2514,0,Ok ill send &lt;DECIMAL&gt; ok.,31,0
2515,0,Bognor is! Should splendid time year.,37,0
2516,0,Yes.i'm office da:),19,0
2517,0,"Sorry, I'll call later",22,0
2518,0,Joy's father John. Then John NAME Joy's father. Mandan,54,0
2519,0,Ok. I ask abt e movie. U wan ktv oso?,37,0
2520,0,Misplaced number sending texts old number. Wondering i've heard year. All best mcat. Got number atlanta friends,111,0
2521,0,"Sorry, I'll call later",22,0
2522,0,Dunno lei... I might b eatin wif frens... If Ì_ wan eat wait 4 Ì_ lar,69,1
2523,0,"Sorry, I'll call later",22,0
2524,1,FREE entry å£250 weekly comp send word WIN 80086 NOW. 18 T&C www.txttowin.co.uk,79,10
2525,0,"Say slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send Ten special people &amp; u c miracle tomorrow, it,pls,pls it...",144,0
2526,0,Do u noe 2 send files 2 computers?,34,2
2527,0,"Mmmmm ... I loved waking words morning ! I miss too, Love. I hope day goes well happy. I wait us together",105,0
2528,0,jay says he'll put &lt;#&gt;,28,0
2529,0,Can come sec? There's somebody I want see,41,0
2530,0,So sun anti sleep medicine.,27,0
2531,0,What's happening you. Have gotten job begun registration permanent residency,76,0
2532,0,Yup ok...,9,0
2533,0,Glad went well :) come 11 we'll plenty time claire goes work.,61,2
2534,0,Ok enjoy . R u home.,20,0
2535,0,"Can pls pls send mail know relatives coming deliver here? All know costs, risks, benefits anything else. Thanks.",112,0
2536,0,You like,8,0
2537,0,That's haf combine n c lor...,29,0
2538,0,The monthly amount terrible pay anything till 6months finishing school.,71,1
2539,0,Hmmm:)how many players selected?,32,0
2540,0,"They said gonna snow, start around 8 9 pm tonite! They predicting inch accumulation.",84,2
2541,0,I dont. Can send me. Plus how's mode.,37,0
2542,0,Aiyo please Ì_ got time meh.,28,0
2543,0,Package programs well,21,0
2544,0,"She sister.. She belongs 2 family.. She hope tomorrow.. Pray 4 her,who fated 4 Shoranur train incident. Lets hold hands together &amp; fuelled love &amp; concern prior 2 grief &amp; pain. Pls join dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",250,4
2545,0,So guys asking get slippers gone last year,42,0
2546,0,Company good.environment terrific food really nice:),52,0
2547,1,"Text82228>> Get ringtones, logos games www.txt82228.com. Questions: info@txt82228.co.uk",87,15
2548,0,Honestly i've made lovely cup tea promptly dropped keys burnt fingers getting out!,82,0
2549,0,Yup studying surfing lor. I'm e lazy mode today.,48,0
2550,0,Please sen :)my kind advice :-)please come try:-),49,0
2551,0,I'm done. C Ì_ there.,21,0
2552,0,"Oh fine, I'll tonight",21,0
2553,0,ÌÏ give time walk there.,24,0
2554,0,I'll reach ard 20 mins ok...,28,2
2555,1,"FreeMSG You awarded FREE mini DIGITAL CAMERA, reply SNAP collect prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",131,19
2556,0,Fuck babe ... What happened ? How come never came back?,55,0
2557,1,This message brought GMW Ltd. connected,39,0
2558,0,"Some friends want drive em someplace, probably take",51,0
2559,0,I also thk fast... Xy suggest one me. U dun wan ok. Going 2 rain leh got gd.,76,1
2560,0,Are still getting goods.,24,0
2561,0,And maybe pressies,18,0
2562,0,"Yeah I am, I'll leave maybe 7ish?",33,1
2563,0,K..k..i'm also fine:)when complete course?,42,0
2564,0,"Under sea, lays rock. In rock, envelope. In envelope, paper. On paper, 3 words... '",83,1
2565,0,I told I Dr appt next week. She thinks I'm gonna die. I told check. Nothing worried about. But listen.,102,0
2566,0,You room? I need,16,0
2567,0,I dont want hear anything,25,0
2568,0,Hey. For leave friday. Wait ask superior tell you..,51,0
2569,0,Ultimately tor motive tui achieve korli.,40,0
2570,0,From 5 2 work timing.,21,2
2571,0,Û_ donÛ÷t worry weÛ÷ll finished march Û_ ish!,49,0
2572,0,"The house water dock, boat rolled newscaster dabbles jazz flute behind wheel",76,0
2573,1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",160,21
2574,1,Your next amazing xxx PICSFREE1 video sent enjoy! If one vid enough 2day text back keyword PICSFREE1 get next video.,116,3
2575,0,Now thats going ruin thesis!,28,0
2576,0,In sch neva mind u eat 1st lor..,32,1
2577,0,Hey whats up? U sleeping morning?,33,0
2578,0,Erm. I thought contract ran the4th october.,43,1
2579,0,I dunno when... Lets go learn pilates...,40,0
2580,1,U subscribed best Mobile Content Service UK å£3 per ten days send STOP 83435. Helpline 08706091795.,99,17
2581,0,Yup i'm elaborating safety aspects issues..,43,0
2582,1,"3 FREE TAROT TEXTS! Find love life now! TRY 3 FOR FREE! Text CHANCE 85555 16 only! After 3 Free, Msgs å£1.50",108,13
2583,0,"Goodmorning, today late 1hr.",28,1
2584,0,Hi happy birthday. Hi hi hi hi hi hi hi,39,0
2585,0,I outside office take,21,0
2586,0,If respond imma assume still asleep imma start calling n shit,61,0
2587,0,"Aight, see bit",14,0
2588,0,My superior telling friday leave department except ours:)so leave you:)any way call waheed fathima hr conform it:),114,0
2589,1,Join UK's horniest Dogging service u sex 2nite!. Just sign follow instructions. Txt ENTRY 69888 now! Nyt.EC2A.3LP.msg@150p,122,11
2590,0,Lol I take it. member I said aunt flow visit 6 months? It's cause I developed ovarian cysts. Bc way shrink them.,112,1
2591,0,Still work going on:)it small house.,36,0
2592,0,"My friend got says he's upping order grams (he's got $ &lt;#&gt; ), get here?",77,0
2593,0,Tmr timin still da wat cos got lesson 6...,42,1
2594,0,"ThatÛ÷s thing apes, u fight death keep something, minute u let go, thats it!",77,0
2595,1,Sunshine Quiz Wkly Q! Win top Sony DVD player u know country Liverpool played mid week? Txt ansr 82277. å£1.50 SP:Tyrone,120,8
2596,0,No i'm gonna able to. || late notice. || i'll home weeks anyway. || plans,73,0
2597,0,"Got fujitsu, ibm, hp, toshiba... Got lot model say...",53,0
2598,0,Okie... Thanx...,16,0
2599,0,"Gosh , pain. Spose I better come then.",38,0
2600,0,"As usual..iam fine, happy &amp; well..:)",40,0
2601,0,Okie,4,0
2602,0,So gonna get rimac access,25,0
2603,0,"\Im arestaurant eating squid! 10:30 wanna dosomething late?\""""",62,4
2604,0,You call times job today ok umma ask speed,42,0
2605,0,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",136,2
2606,0,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56,1
2607,0,:-) yeah! Lol. Luckily starring role like you!,46,0
2608,0,Hello madam ?,13,0
2609,0,"Awesome, text restocked",23,0
2610,0,"As usual..iam fine, happy &amp; well..:)",40,0
2611,1,Knock Knock Txt whose 80082 enter r weekly draw 4 å£250 gift voucher 4 store yr choice. T&Cs www.tkls.com age16 stoptxtstopå£1.50/week,134,15
2612,0,Yes. It's innocent fun. O:-),28,0
2613,0,Thanks sending mental ability question..,40,0
2614,0,"Sir, hope day going smoothly. really hoped wont bother this. I bills can't settle month. I extra cash. I know challenging time also let know.",141,0
2615,0,2marrow only. Wed &lt;#&gt; 2 aha.,34,2
2616,0,I went ur hon lab one there.,28,0
2617,0,I cant pick phone right now. Pls send message,45,0
2618,0,Hey pple...$700 $900 5 nights...Excellent location wif breakfast hamper!!!,74,7
2619,1,<Forwarded 21870000>Hi - Mailbox Messaging SMS alert. You 40 matches. Please call back 09056242159 retrieve messages matches cc100p/min,135,24
2620,0,How come?,9,0
2621,0,Lol! Nah bad thanks. Its good b home quite reality check. Hows ur day been? Did u anything website?,99,0
2622,0,Ok lor...,9,0
2623,0,I'm coming home 4 dinner.,25,1
2624,0,S da..al r &lt;#&gt;,20,0
2625,1,"FREE RING TONE text \POLYS\"" 87131. Then every week get new tone. 0870737910216yrs å£1.50/wk.""",94,21
2626,0,Unni thank dear recharge..Rakhesh,33,0
2627,0,I know I'm lacking particular dramastorm's details part I'm worried,67,0
2628,0,Haha... They cant what... At tmr forfeit... haha how?,53,0
2629,0,"Hey there! Glad u r better now. I hear u treated urself digi cam, good? We r 9pm. Have fab new year, c u coupla wks!",116,1
2630,0,No way I'm going back there!,28,0
2631,1,"URGENT! Your mobile No 077xxx WON å£2,000 Bonus Caller Prize 02/06/03! This 2nd attempt reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",139,31
2632,0,I WILL CAL YOU SIR. In meeting,30,0
2633,0,"That's I love hear :V see sundayish,",36,0
2634,0,"Sorry da thangam, sorry held prasad.",36,0
2635,0,Tiwary rcb.battle bang kochi.,29,0
2636,0,Thank god bed!,14,0
2637,0,No I cancer. Moms making big deal regular checkup aka pap smear,63,0
2638,0,Am gobi arts college,20,0
2639,0,Why wants talk,14,0
2640,0,Pandy joined 4w technologies today.he got job..,47,1
2641,1,"You guaranteed latest Nokia Phone, 40GB iPod MP3 player å£500 prize! Txt word: COLLECT No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",129,18
2642,0,"They try! They get lost, fact. Tee hee",38,0
2643,0,Hi! You spoke MANEESHA V. We'd like know satisfied experience. Reply Toll Free Yes No.,86,0
2644,0,My friends use call same.,25,0
2645,0,"Sorry, I'll call later",22,0
2646,0,"Em, olowoyey@ usc.edu great time argentina. Not sad secretary, everything blessing",82,0
2647,0,"It,,s taxt massage....tie-pos argh ok! Lool!",44,0
2648,0,"Hi, please get &lt;#&gt; dollar loan you. I.ll pay back mid february. Pls.",74,0
2649,0,"You might want pull case plan spending can, I much confidence derek taylor's money management",93,0
2650,0,Do like shaking booty dance floor?,34,0
2651,0,"Text get off, call, phones problems",35,0
2652,0,No need drug anymore.,21,0
2653,0,Sorry da:)i thought calling lot times:)lil busy.i call noon..,61,0
2654,0,Its sarcasm.. .nt scarcasim,27,0
2655,0,Great! I run ttyl!,18,0
2656,0,Feel like trying kadeem again? :V,33,0
2657,0,Dai &lt;#&gt; naal eruku.,25,0
2658,0,Not yet chikku..wat abt u?,26,0
2659,0,Ok...,5,0
2660,0,Want finally lunch today?,25,0
2661,0,Do know dad back?,17,0
2662,1,"Hello darling today? I would love chat, dont tell look like sexy?",65,0
2663,1,8007 FREE 1st week! No1 Nokia tone 4 ur mob every week txt NOKIA 8007 Get txting tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,149,23
2664,0,He remains bro amongst bros,27,0
2665,0,R u meeting da ge nite tmr?,27,0
2666,0,"* Was nice day and, impressively, sensible, went home early feel fine. Or boring?! When's yours, can't remember.",112,0
2667,0,Why de. You looking good only:-)..,34,0
2668,1,Wanna get laid 2nite? Want real Dogging locations sent direct ur mobile? Join UK's largest Dogging Network. Txt PARK 69696 now! Nyt. ec2a. 3lp å£1.50/msg,153,11
2669,1,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery,89,11
2670,0,Yes. They replied mail. I'm going management office later. Plus bank later also.or wednesday.,93,0
2671,0,"That's cool, I'll come like &lt;#&gt; ish",41,0
2672,0,Super msg da:)nalla timing.,27,0
2673,0,"Good afternoon, boytoy ... How feeling today ? Better I hope? Are good boy? Are obedient, slave? Do please Queen?",113,0
2674,0,I 6 ft. We good combination!,28,1
2675,0,I'm sick !! I'm needy !! I want !! *pouts* *stomps feet* Where ?! *pouts* *stomps feet* I want slave !! I want !!,113,0
2676,0,* Am train back northampton i'm afraid not!,43,0
2677,0,Where abj serving. Are staying dad alone.,41,0
2678,0,Was playng 9 doors game gt racing phone lol,43,1
2679,1,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions next message",133,3
2680,0,"Solve Case : A Man Was Found Murdered On &lt;DECIMAL&gt; . &lt;#&gt; AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I sleeping, murder took place. 4.Cook: I cooking. 5.Gardener: I picking vegetables. 6.House-Maid: I went 2 post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 marriage. Police arrested murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",413,11
2681,0,I'm da bus going home...,24,0
2682,0,I got call landline number. . . I asked come anna nagar . . . I go afternoon,76,0
2683,0,I'm okay. Chasing dream. What's good. What next.,48,0
2684,0,Yupz... I've oredi booked slots 4 weekends liao...,50,1
2685,1,URGENT! We trying contact U. Todays draw shows å£800 prize GUARANTEED. Call 09050003091 land line. Claim C52. Valid 12hrs,121,18
2686,0,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt forgot modl,83,0
2687,0,Okie,4,0
2688,0,Yes I know cheesy songs frosty snowman :),41,0
2689,0,"Ya ok, vikky vl c witin &lt;#&gt; mins il reply u..",51,0
2690,1,sports fans - get latest sports news str* 2 ur mobile 1 wk FREE PLUS FREE TONE Txt SPORT ON 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,143,23
2691,0,Hey tmr meet bugis 930 ?,24,3
2692,1,"Urgent Urgent! We 800 FREE flights Europe give away, call B4 10th Sept & take friend 4 FREE. Call claim 09050000555. BA128NNFWFLY150ppm",135,24
2693,0,All nice new shirts thing I wear nudist themed ;_; mu?,54,0
2694,0,Hey sexy buns! What day? No word morning YM ... :-( ... I think,63,0
2695,0,And whenever see still hook too.,32,0
2696,0,Nope i'm going home go pump petrol lor... Like going 2 rain soon...,67,1
2697,0,Can use foreign stamps whatever send for?,41,0
2698,1,FROM 88066 LOST å£12 HELP,25,7
2699,0,Oh baby house. How come dont new pictures facebook,50,0
2700,0,"Feb &lt;#&gt; \I LOVE U\"" day. Send dis ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married person u luv! If u ignore dis u lose ur luv 4 Evr""",150,2
2701,0,"Hiya, sorry hav signal. I seen heard neither has, unusual itself! I'll put case get sort out! Hugs snogs.",105,0
2702,0,"Omw back tampa west palm, hear happened?",40,0
2703,0,Yup already... Thanx 4 printing n handing up.,45,1
2704,1,FreeMsg: Fancy flirt? Reply DATE & join UKs fastest growing mobile dating service. Msgs rcvd 25p optout txt stop 83021. Reply DATE now!,135,7
2705,0,What mean come chase stated watch many movies want.,51,0
2706,0,S took tablets . Reaction morning only.,39,0
2707,1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free 08000839402 NOW! 2stoptxt T&Cs,151,14
2708,0,"Nah, I'm perpetual DD",21,0
2709,0,Sorry de went shop.,19,0
2710,1,Hope enjoyed new content. text stop 61610 unsubscribe. help:08712400602450p Provided tones2you.co.uk,100,20
2711,0,"Wen ur lovable bcums angry wid u, dnt take seriously.. Coz angry childish n true way showing deep affection, care n luv!.. kettoda manda... Have nice day da.",157,0
2712,0,Hey still want go yogasana? Coz end cine go bathe hav steam bath,64,0
2713,0,Nope i'm drivin... I neva develop da photos lei...,50,0
2714,0,I thinking going reg pract lessons.. Flung advance.. Haha wat time u going?,75,0
2715,0,Cool. I &lt;#&gt; inches long. hope like big!,45,0
2716,0,"House-Maid murderer, coz man murdered &lt;#&gt; th January.. As public holiday govt.instituitions closed,including post office..understand?",139,0
2717,0,Okie.. Thanx..,14,0
2718,1,18 days Euro2004 kickoff! U kept informed latest news results daily. Unsubscribe send GET EURO STOP 83222.,106,11
2719,0,Go n buy? Juz buy get lar.,26,0
2720,0,Ok lor...,9,0
2721,0,I'm working technical support :)voice process.,46,0
2722,0,It's justbeen overa week since broke already brains going mush!,63,0
2723,0,"Tunde, doing. This wishing great day. Abiola.",45,0
2724,0,Nope... C Ì_ then...,20,0
2725,0,No. But we'll medical missions nigeria,38,0
2726,0,No movies laptop,16,0
2727,0,Whatsup there. Dont u want sleep,32,0
2728,1,Urgent Please call 09066612661 landline. å£5000 cash luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,144,25
2729,1,"Urgent! Please call 09066612661 landline, complimentary 4* Lux Costa Del Sol holiday å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",148,23
2730,0,I havent lei.. Next mon can?,28,0
2731,0,Mm feeling sleepy. today shall get dear,39,0
2732,0,How dare stupid. I wont tell anything you. Hear wont talk you:-.,64,0
2733,0,Do Ì_ noe ben going?,20,0
2734,0,Can mag meeting avo point?,26,0
2735,0,I meant middle left right?,26,0
2736,0,Really? I crashed cuddled sofa.,31,0
2737,0,Hi Chachi tried calling u unable reach u .. Pl give missed cal u c tiz msg Kanagu,81,0
2738,0,"I sent prices mean &lt;#&gt; g,",31,0
2739,0,Are much buzy,13,0
2740,0,Nothing. Can...,15,0
2741,1,I know u u know me. Send CHAT 86688 let's find other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years over.,123,16
2742,0,No * working ringing u thing whole houseful screaming brats * pulling hair out! Loving u,88,0
2743,0,But family responding anything. Now room went home diwali one called coming. It makes feel like died.,101,0
2744,0,"Tick, tick, tick ... Babe",25,0
2745,0,R Ì_ going 4 today's meeting?,29,1
2746,0,K da:)how many page want?,25,0
2747,0,Ya now.onion roast.,19,0
2748,0,Send number give reply tomorrow morning said like ok,52,0
2749,0,You said now. No problem. When can. Let know.,45,0
2750,0,Ok tell half hr b4 u come need 2 prepare.,41,2
2751,0,Play w computer? Aiyah tok 2 u lor?,35,1
2752,0,Sat right? Okay thanks...,25,0
2753,0,"Derp. Which worse, dude always wants party dude files complaint three drug abusers lives",88,0
2754,0,Ok Chinese food way. When I get fat paying lipo.,48,0
2755,0,We r outside already.,21,0
2756,0,Have good trip. Watch . Remember get back must decide easter.,61,0
2757,0,Yo watching movie netflix,25,0
2758,0,What time. IÛ÷m prob 3,23,1
2759,0,"Can meh? Thgt clash... Really ah, dun mind... I dun seen lost weight... Gee...",78,0
2760,0,I dont thnk wrong calling us,28,0
2761,0,I sure night menu. . . I know noon menu,39,0
2762,0,ARR birthday today:) wish get oscar.,36,0
2763,0,"Say slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send Ten special people &amp; u c miracle tomorrow, it,pls,pls it...",144,0
2764,0,"Open rebtel firefox. When loads put plus sign user name place, show two numbers. The lower number number. Once pick number pin display okay!",140,0
2765,0,picking various points,22,0
2766,1,Married local women looking discreet action now! 5 real matches instantly phone. Text MATCH 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,140,12
2767,0,Wow v v impressed. Have funs shopping!,38,0
2768,0,I way ur home,13,0
2769,1,Burger King - Wanna play footy top stadium? Get 2 Burger King 1st Sept go Large Super Coca-Cola walk winner,107,2
2770,0,No problem. Talk later,22,0
2771,0,Then ur sis how?,16,0
2772,0,Still customer place,20,0
2773,1,How come takes little time child afraid dark become teenager wants stay night?,78,0
2774,0,"Dude u knw also telugu..thts gud..k, gud nyt..",46,0
2775,0,We confirm eating esplanade?,28,0
2776,0,Send id password,16,0
2777,0,Kind of. Took garage. Centre part exhaust needs replacing. Part ordered n taking fixed tomo morning.,100,0
2778,1,"For ur chance win å£250 cash every wk TXT: ACTION 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",116,23
2779,0,Well I might come then...,25,0
2780,0,Long I quit. I get like 5 minutes day is.,41,1
2781,0,Then likely called Mittelschmertz. Google it. If dont paracetamol dont worry go.,80,0
2782,0,Well right I'm gonna get check today's steam sales/pee text want come get,73,0
2783,0,"Just arrived, see couple days &lt;3",35,1
2784,0,"K, wat tht incident?",20,0
2785,0,Yeah get unlimited,18,0
2786,0,cThen thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b da contents pg n cover pg..,108,0
2787,0,"Forgot takes 3 years shower, sorry. Where at/your phone dead yet?",65,1
2788,0,ÌÏ got wat buy tell us Ì_ need come again.,42,0
2789,0,When big..| God bring success.,30,0
2790,1,UÛªve Bin Awarded å£50 Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,128,31
2791,0,"Û_ r stayin extra week, back next wed. How rugby weekend? Hi , c u soon \"" ham""",80,0
2792,0,Not campus. Are library?,24,0
2793,0,"The affidavit says &lt;#&gt; E Twiggs St, division g, courtroom &lt;#&gt; , &lt;TIME&gt; AM. I'll double check text tomorrow",124,0
2794,0,How I creep now? ;_;,20,0
2795,0,Tell friends plan Valentines day @ &lt;URL&gt;,46,0
2796,0,If I get ten billion calls texts help god,41,0
2797,0,Purity friendship two smiling reading forwarded message..Its smiling seeing name. Gud evng musthu,97,0
2798,0,I've told i've returned it. That order it.,42,0
2799,0,"House-Maid murderer, coz man murdered &lt;#&gt; th January.. As public holiday govt.instituitions closed,including post office..",128,0
2800,0,Depends u going lor.,20,0
2801,0,And smile right go world wonder smiling think crazy keep away ... *grins*,73,0
2802,1,FreeMsg>FAV XMAS TONES!Reply REAL,33,0
2803,0,Lil fever:) fine:),18,0
2804,0,I think still car,17,0
2805,0,Can not?,8,0
2806,1,December only! Had mobile 11mths+? You entitled update latest colour camera mobile Free! Call The Mobile Update Co FREE 08002986906,131,13
2807,0,Yes princess! I want catch big strong hands...,46,0
2808,0,Oh yeah I forgot. U take 2 shopping once.,41,1
2809,0,Mm asked call radio,19,0
2810,0,Thinkin someone good. No drugs,30,0
2811,0,"Say slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send Ten special people &amp; u c miracle tomorrow, it,pls,pls it...",144,0
2812,0,"Enjoy showers possessiveness poured u ur loved ones, bcoz world lies, golden gift loved truly..",95,0
2813,0,"Alright sure, let know leaving",30,0
2814,0,Some lasting much 2 hours. You might get lucky.,47,1
2815,0,Genius what's up. How brother. Pls send number skype.,53,0
2816,1,"Gr8 Poly tones 4 ALL mobs direct 2u rply POLY TITLE 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",152,17
2817,0,Thk em find wtc far... Weiyi goin... E rest dunno yet... R ur goin 4 dinner den might b able join...,100,1
2818,0,Don't forget owns who's private property ... And good boy always .. *passionate kiss*,85,0
2819,1,INTERFLORA - åÒIt's late order Interflora flowers christmas call 0800 505060 place order Midnight tomorrow.,107,10
2820,0,Oh god..taken teeth?is paining,30,0
2821,1,ROMCAPspam Everyone around responding well presence since warm outgoing. You bringing real breath sunshine.,107,0
2822,0,Then u ask darren go n pick u lor... But oso sian tmr haf 2 meet lect...,72,1
2823,0,No need buy lunch me.. I eat maggi mee..,40,0
2824,1,"Congratulations - Thanks good friend U WON å£2,000 Xmas prize. 2 claim easy, call 08712103738 NOW! Only 10p per minute. BT-national-rate",136,18
2825,0,Ok lor...,9,0
2826,0,"Oh right, ok. I'll make sure loads work day! got really nasty cough today dry n shot really help it!",100,0
2827,0,Wife.how knew time murder exactly,33,0
2828,1,Send logo 2 ur lover - 2 names joined heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 87077 Yahoo! POBox36504W45WQ TxtNO 4 ads 150p.,147,31
2829,0,Howz persons story,18,0
2830,0,Thanx 4 sending home...,23,1
2831,0,Its normally hot mail. Com see!,31,0
2832,1,"You've tkts EURO2004 CUP FINAL å£800 CASH, collect CALL 09058099801 b4190604, POBOX 7876150ppm",94,32
2833,0,U sick still go shopping?,25,0
2834,0,"Ya well fine., BBD(pooja) full pimples..even become quite black..and ur rite cold, wearing sweatter..",101,0
2835,0,Nice.nice.how working?,22,0
2836,0,1's reach home call me.,23,1
2837,0,Were trying find Chinese food place around,42,0
2838,0,"Easy mate, * guess quick drink bit ambitious.",45,0
2839,0,BABE !!! I miiiiiiissssssssss ! I need !!! I crave !!! :-( ... Geeee ... I'm sad without babe ... I love ...,108,0
2840,0,Ok thanx...,11,0
2841,0,aathi..where dear..,19,0
2842,0,"Tunji, how's queen? doing. This wishing great day. Abiola.",58,0
2843,0,Today iZ Yellow rose day. If u love frndship give 1 misscall &amp; send ur frndZ &amp; See many miss calls u get. If u get 6missed U marry ur Lover.,148,2
2844,0,Will class hours. Sorry,23,0
2845,0,Wat time u finish ur lect today?,32,0
2846,1,"Free-message: Jamster!Get crazy frog sound now! For poly text MAD1, real text MAD2 88888. 6 crazy sounds 3 GBP/week! 16+only! T&C's apply",137,11
